text,old_intent,is_diff,new_intent,is_diff_relabel,relabel_intent
tăng hắt trần thứ 2 lên 22 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng bóng kiểng thứ 3 lên 1 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng thêm ánh sáng bóng hắt tường 2 lên mức 51 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn tăng bóng led 3 ở phòng tắm xông hơi 2 phòng 10 lên 26 phần trăm hộ mình với bôi đen bạn bỏ dấu ngoặc kép ra nhé v,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng lên đèn làm việc cổng chính thêm 10 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn tăng đèn vườn 4 ở phòng làm việc 5 7 lên 5 phần trăm hộ mình với bôi đen bạn bỏ dấu ngoặc kép ra nhé v,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
hãy tăng giúp ta cái đèn ngủ thứ 4 ở phòng nam,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
tăng đèn chùm 4 15 phần trăm tại phòng chánh 5 phòng 7,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng lên đèn lồng thứ 1 sân vườn thêm 24 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng đèn trụ cổng 4 29 phần trăm tại phòng thực hành lầu trệt 9,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
hãy tăng giúp ta cái bòng hắt trần 1 ở phòng ăn trưa 1,smart.home.increase.percentage,0,smart.home.increase.percentage,True,smart.home.increase.level
tăng độ sáng điện thêm 8 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng lên độ sáng led 1 phòng hội nghị 4 lên 72 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn tăng bóng ốp tường thứ 1 ở phòng ngủ con lên 4 phần trăm giúp mình nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn giúp mình tăng bóng 4 lên 3 phần trăm với,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn có thể giúp mình tăng mức độ của bóng hắt bên phòng thờ lên 23 phần trăm được không,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
ơi bạn đèn tuýp tăng lên 29 phần trăm ná,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn giúp mình tăng rèm đôi thứ 4 lên 19 phần trăm với,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn có thể tăng giúp mình đèn tường 1 lên mức 7 phần trăm được không,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn có thể tăng giúp mình độ sáng ốp tường lên được không,smart.home.increase.percentage,0,smart.home.increase.percentage,True,smart.home.increase.level
ơi bạn đèn ngủ tăng lên 18 phần trăm ná,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
giúp mình tăng bóng để bàn lên 3 phần trăm ở khách 3 phòng 2 nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
thay đổi bóng hắt tường 2 nhé,smart.home.increase.percentage,True,smart.home.set.color,0,smart.home.increase.percentage
bật loa đài thứ 1 đi trợ lý,smart.home.increase.percentage,True,smart.home.device.onoff,True,smart.home.device.onoff
ốp trần 2 thêm 29 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng bóng tuýp thứ 4 lên 17 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn giúp mình tăng bóng đứng thứ 4 lên 15 phần trăm với,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
mình muốn tăng đèn ốp tường 2,smart.home.increase.percentage,0,smart.home.increase.percentage,True,smart.home.increase.level
hãy tăng giúp ta cái van nước 2 ở sân sau,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
ơi bạn quạt treo tường 3 tăng lên 19 phần trăm ná,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bật đèn để bàn thứ 2 đi trợ lý,smart.home.increase.percentage,True,smart.home.device.onoff,True,smart.home.device.onoff
tăng độ sáng đèn đứng phòng là lên 96 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
trợ lí ngốc nghếch tôi muốn tăng mức độ động cơ thứ 3,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
bạn có thể giúp mình tăng mức độ của bóng tuýp thứ 3 bên phòng nghiên cứu 2 lên 13 phần trăm được không,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng đến ánh sáng đèn led lên mức 77 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng đến mỗi tvs thứ 2 lên 95 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
giúp tôi tăng đến đèn nhiều màu thứ 2 phòng tắm 1 thêm 14 phần trăm nữa,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn tăng đèn vách ở phòng xông hơi 3 9 lên 4 phần trăm hộ mình với bôi đen bạn bỏ dấu ngoặc kép ra nhé v,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn có thể tăng giúp mình bóng hắt tường 3 lên mức 27 phần trăm được không,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn có thể tăng giúp mình van nước 2 lên mức 27 phần trăm được không,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn tăng đèn cảnh ở ga ra phòng 1 lên 18 phần trăm hộ mình với bôi đen bạn bỏ dấu ngoặc kép ra nhé v,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
làm ơn tăng thêm đèn âm trần 4 lên 81 phần trăm giúp tôi,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
trợ lí ngốc nghếch tôi muốn tăng mức độ rèm cửa,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
mình muốn tăng huỳnh quang thứ 1,smart.home.increase.percentage,0,smart.home.increase.percentage,True,smart.home.increase.level
trợ lý béo tăng đèn ốp tường thứ 4 lên 10 phần trăm ở phòng cuối 5 phòng 3,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
ơi bạn bóng tiết kiệm điện tăng lên 6 phần trăm ná,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn tăng âm thanh đa vùng ở phòng ăn trưa lên 7 phần trăm giúp mình nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
rèm ngang đại sảnh tăng thêm lên 92 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng đến quạt treo tường 2 phòng giặt đến 95 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
mình muốn tăng mức độ của bóng vách 4,smart.home.increase.percentage,0,smart.home.increase.percentage,True,smart.home.increase.level
em tăng giúp anh rèm ngang thứ 1 nhé,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
trợ lý béo tăng đèn tường thứ 2 lên 7 phần trăm ở tiền sảnh 5 10,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
hãy tăng đến độ sáng quầy lễ tân lên 65 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn có thể tăng giúp mình độ sáng đèn tuýp thứ 4 lên được không,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
tăng quạt hút mùi thứ 2 lên 10 phần trăm ở phòng bếp 4 lầu trệt 2,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
trợ lí ngốc nghếch tôi muốn tăng mức độ đèn compact 2,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
hãy tăng giúp ta cái đèn bàn thứ 2 ở tủ giữ đồ,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
thay đổi đèn tiết kiệm điện 2 nhé,smart.home.increase.percentage,True,smart.home.set.percentage,0,smart.home.increase.percentage
tăng thêm đèn treo tường thứ 4 phòng giặt ủi đến 94 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng lên quạt thông gió thứ 4 lên 73 phần trăm nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
mình muốn tăng mức độ của đèn sợi đốt 1,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
em tăng giúp anh bóng ngủ thứ 4 nhé,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
mình cần tăng thiết bị đèn ốp trần lên 19 phần trăm với,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng nút ấn 20 phần trăm tại phòng chung 2 4,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng ánh sáng bóng đứng lên mức 95 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn có thể tăng giúp mình độ sáng màn cuốn lên được không,smart.home.increase.percentage,0,smart.home.increase.percentage,True,smart.home.increase.level
mình muốn tăng bóng trụ cổng 3,smart.home.increase.percentage,0,smart.home.increase.percentage,True,smart.home.increase.level
bật kịch bản 3 đi trợ lý,smart.home.increase.percentage,True,smart.home.device.onoff,True,smart.home.device.onoff
trợ lí ngốc nghếch tôi muốn tăng mức độ đèn tuýp thứ 2,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
giúp mình tăng rèm ngang khách 4 lên 74 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
trợ lý béo tăng downlight thứ 2 lên 4 phần trăm ở sân sau phòng 8,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bóng tiết kiệm điện phòng tiếp đón tăng thêm lên 54 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng độ sáng ốp tường phòng dành cho nam 4 lên 89 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng rèm đôi thứ 4 4 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
mình cần tăng thiết bị tvs thứ 4 lên 10 phần trăm với,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
hãy tăng thêm độ sáng phòng ngủ con lên 55 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
giúp mình tăng đèn cổng thứ 2 lên 22 phần trăm nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
giúp mình tăng đèn vách vườn sau 3 lên 76 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
mình muốn tăng mức độ của tivi 3,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
tăng bóng sân 3 lên 19 phần trăm ở văn phòng 7,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng lên đèn chùm 4 phòng dành cho nữ 5 thêm 22 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng thêm hết nút nhấn lên 79 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng đèn màu phòng vệ sinh 5 đến 66 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
giúp mình tăng đèn ốp tường 1 lên 12 phần trăm nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
mình muốn tăng mức độ của nút ấn 2,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
bạn tăng bóng led 1 ở phòng họp gia đình lên 9 phần trăm giúp mình nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
em tăng giúp anh đèn treo tường 4 nhé,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
giúp mình tăng bóng hắt tường phòng trẻ con 3 lên 98 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
mình muốn tăng quạt lên 21 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng đèn trần thứ 2 lên 22 phần trăm giúp mình,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng độ sáng bóng vườn thêm 7 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng đến ánh sáng bóng rủ 1 lên mức 91 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng huỳnh quang thứ 3 3 phần trăm tại khách 5 phòng 5,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
làm ơn tăng tvs 3 lên 52 phần trăm giúp tôi,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
giúp mình tăng đèn học thứ 2 lên 25 phần trăm nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn có thể tăng giúp mình độ sáng bóng đứng 3 lên được không,smart.home.increase.percentage,0,smart.home.increase.percentage,True,smart.home.increase.level
giúp mình tăng bóng để bàn lên 4 phần trăm ở phòng ngủ con trai 7 nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng bóng vách phòng ông bà 1 đến 50 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
giúp mình tăng tivi 1 lên 15 phần trăm ở phòng trẻ con 4 phòng 3 nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bật bóng âm trần 3 đi trợ lý,smart.home.increase.percentage,True,smart.home.device.onoff,True,smart.home.device.onoff
bạn có thể giúp mình tăng mức độ của kiểng bên ban công lên 23 phần trăm được không,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
thay đổi đèn nhiều màu thứ 4 nhé,smart.home.increase.percentage,True,smart.home.set.color,0,smart.home.increase.percentage
led phòng nghỉ ngơi 2 tăng đến lên 51 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
ơi bạn bóng hắt tăng lên 30 phần trăm ná,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
hãy tăng độ sáng phòng bố mẹ lên 73 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng độ sáng quạt thứ 2 thêm 27 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn tăng đèn thả 3 ở phòng thực hành 1 lên 19 phần trăm giúp mình nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng đèn led 3 12 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
cửa cuốn thêm 23 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
giúp tôi tăng rèm cửa thứ 3 phòng xông hơi 4 thêm 6 phần trăm nữa,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
trợ lý béo tăng bóng led 4 lên 6 phần trăm ở phòng tắm 2 phòng 6,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn có thể tăng giúp mình đèn hắt tường thứ 2 lên mức 12 phần trăm được không,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng độ sáng rèm ngang 3 thêm 22 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng đèn 4 lên 14 phần trăm giúp mình,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng lên mành đôi 3 lên 89 phần trăm nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
mình muốn tăng bóng huỳnh quang 1 lên 24 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
mình muốn tăng đèn huỳnh quang lên 6 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng đến đèn vách lên 64 phần trăm nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
em tăng giúp anh quạt treo tường 2 nhé,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
giúp mình tăng lên bóng vách 2 khách 3 lên 55 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng bóng sân 2 5 phần trăm tại phòng đợi 6,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
mình cần tăng thiết bị bóng hắt tường lên 23 phần trăm với,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng thêm hết đèn flash thứ 2 lên 100 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn có thể tăng giúp mình độ sáng đèn tròn thứ 3 lên được không,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
em tăng giúp anh cửa cuốn thứ 3 nhé,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
tăng đèn thờ 4 lên 22 phần trăm ở phòng ăn trưa phòng 10,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
nút nhấn 2 phòng nghiên cứu 1 tăng lên 50 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
giúp tôi tăng thêm đèn lồng thứ 1 phòng là thêm 10 phần trăm nữa,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng tvs thứ 1 lên 21 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
giúp tôi tăng lên đèn treo tường thứ 4 sân sau thêm 28 phần trăm nữa,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
giúp mình tăng màn cửa đôi 4 lên 10 phần trăm ở phòng nam tầng thượng 5 nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
giúp tôi tăng thêm bóng ốp tường thứ 4 phòng con nhỏ 1 thêm 20 phần trăm nữa,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn có thể giúp mình tăng mức độ của van nước thứ 2 bên phòng chánh 4 lên 10 phần trăm được không,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
thay đổi kịch bản nhé,smart.home.increase.percentage,True,smart.home.set.color,0,smart.home.increase.percentage
tăng độ sáng đèn rủ 2 thêm 4 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
giúp mình tăng led lên 17 phần trăm nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn giúp mình tăng bóng thả 1 lên 10 phần trăm với,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng đến bóng tường sân sau đến 68 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn tăng đèn thờ thứ 1 ở phòng ngủ con 1 phòng 8 lên 3 phần trăm hộ mình với bôi đen bạn bỏ dấu ngoặc kép ra nhé v,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
thay đổi ốp tường 3 nhé,smart.home.increase.percentage,True,smart.home.set.color,0,smart.home.increase.percentage
tăng bóng vách lên 14 phần trăm ở phòng ăn 5 1,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
mình muốn tăng mức độ của đèn sân 2,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
tăng thêm mọi đèn cây 4 lên 50 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
làm ơn tăng đến đèn vườn 4 lên 75 phần trăm giúp tôi,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
hãy tăng thêm độ sáng phòng chung 3 lên 52 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
làm ơn tăng thêm đèn hoa thứ 2 lên 96 phần trăm giúp tôi,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng thêm đèn thả lên 66 phần trăm nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
làm ơn tăng mành cuốn thứ 3 lên 51 phần trăm giúp tôi,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng âm thanh đa vùng 27 phần trăm,smart.home.increase.percentage,True,smart.home.decrease.percentage,0,smart.home.increase.percentage
mình cần tăng thiết bị quạt thông gió lên 27 phần trăm với,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng thêm quạt thông gió thứ 4 vườn 3 thêm 24 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng bóng đứng 4 lên 27 phần trăm giúp mình,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
đèn treo tường thứ 4 thêm 22 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng thêm bóng rủ 3 lên 61 phần trăm nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
cửa cuốn thứ 3 thêm 15 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
giúp mình tăng huỳnh quang 1 lên 17 phần trăm nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
mình cần tăng thiết bị nút ấn thứ 3 lên 15 phần trăm với,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
trợ lý béo tăng đèn rọi thứ 2 lên 30 phần trăm ở khách 5 phòng 3,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bật bóng trang trí thứ 1 đi trợ lý,smart.home.increase.percentage,True,smart.home.device.onoff,True,smart.home.device.onoff
tăng tivi 3 lên 3 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
giúp mình tăng bóng ngủ phòng khách 3 lên 99 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
trợ lí ngốc nghếch tôi muốn tăng mức độ bóng treo tường 2,smart.home.increase.percentage,0,smart.home.increase.percentage,True,smart.home.increase.level
tăng lên độ sáng quạt trần 1 phòng ông chủ 5 lên 81 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
mình muốn tăng quạt treo tường thứ 2 lên 5 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng hết đèn sắc màu lên 60 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bạn giúp mình tăng mành đôi thứ 4 lên 30 phần trăm với,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
bóng đứng thứ 3 phòng ăn trưa 3 tăng đến lên 68 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
vô tuyến 1 thêm 6 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng đến đèn 3 phòng hội nghị thêm 27 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
tăng ánh sáng bóng học thứ 4 lên mức 53 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
mình muốn tăng ti vi thứ 3 lên 26 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
đặt cho mình ốp tường 1 trong phòng đợi 3 bạn ơi,smart.home.set.level,True,smart.home.check.status,0,smart.home.set.level
tôi muốn chuyển loa đài thứ 3 ở phòng ngủ con trai 3,smart.home.set.level,0,smart.home.set.level,0,smart.home.set.level
trợ lý à ở phòng nam 5 có cái đèn trụ cổng 1 ý thay đổi hộ lên nhé,smart.home.set.level,0,smart.home.set.level,0,smart.home.set.level
em cài đặt đèn giúp anh được không nhỉ,smart.home.set.level,True,smart.home.set.percentage,0,smart.home.set.level
âm thanh đa vùng thứ 1 thay đổi ở mức 2,smart.home.set.level,True,smart.home.set.percentage,0,smart.home.set.level
bạn kiểm tra cho tôi đèn thờ 2,smart.home.set.level,True,smart.home.check.status,True,smart.home.check.status
mình muốn cài đặt kiểng 1 ở sân,smart.home.set.level,True,smart.home.set.percentage,0,smart.home.set.level
nice giúp mình đổi thiết bị là bóng ngủ ở quầy lễ tân 4 nhá,smart.home.set.level,True,smart.home.check.status,0,smart.home.set.level
