,text,old_intent,is_diff,new_intent,is_diff_relabel,relabel_intent
53,bạn tăng đèn cảnh ở ga ra phòng 1 lên 18 phần trăm hộ mình với bôi đen bạn bỏ dấu ngoặc kép ra nhé v,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
54,làm ơn tăng thêm đèn âm trần 4 lên 81 phần trăm giúp tôi,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
55,trợ lí ngốc nghếch tôi muốn tăng mức độ rèm cửa,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
57,trợ lý béo tăng đèn ốp tường thứ 4 lên 10 phần trăm ở phòng cuối 5 phòng 3,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
58,ơi bạn bóng tiết kiệm điện tăng lên 6 phần trăm ná,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
59,bạn tăng âm thanh đa vùng ở phòng ăn trưa lên 7 phần trăm giúp mình nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
60,rèm ngang đại sảnh tăng thêm lên 92 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
61,tăng đến quạt treo tường 2 phòng giặt đến 95 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
63,em tăng giúp anh rèm ngang thứ 1 nhé,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
64,trợ lý béo tăng đèn tường thứ 2 lên 7 phần trăm ở tiền sảnh 5 10,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
65,hãy tăng đến độ sáng quầy lễ tân lên 65 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
66,bạn có thể tăng giúp mình độ sáng đèn tuýp thứ 4 lên được không,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
67,tăng quạt hút mùi thứ 2 lên 10 phần trăm ở phòng bếp 4 lầu trệt 2,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
68,trợ lí ngốc nghếch tôi muốn tăng mức độ đèn compact 2,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
69,hãy tăng giúp ta cái đèn bàn thứ 2 ở tủ giữ đồ,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
71,tăng thêm đèn treo tường thứ 4 phòng giặt ủi đến 94 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
72,tăng lên quạt thông gió thứ 4 lên 73 phần trăm nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
73,mình muốn tăng mức độ của đèn sợi đốt 1,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
74,em tăng giúp anh bóng ngủ thứ 4 nhé,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
75,mình cần tăng thiết bị đèn ốp trần lên 19 phần trăm với,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
76,tăng nút ấn 20 phần trăm tại phòng chung 2 4,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
77,tăng ánh sáng bóng đứng lên mức 95 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
80,bật kịch bản 3 đi trợ lý,smart.home.increase.percentage,True,smart.home.device.onoff,True,smart.home.device.onoff
81,trợ lí ngốc nghếch tôi muốn tăng mức độ đèn tuýp thứ 2,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
82,giúp mình tăng rèm ngang khách 4 lên 74 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
83,trợ lý béo tăng downlight thứ 2 lên 4 phần trăm ở sân sau phòng 8,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
84,bóng tiết kiệm điện phòng tiếp đón tăng thêm lên 54 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
85,tăng độ sáng ốp tường phòng dành cho nam 4 lên 89 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
86,tăng rèm đôi thứ 4 4 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
87,mình cần tăng thiết bị tvs thứ 4 lên 10 phần trăm với,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
88,hãy tăng thêm độ sáng phòng ngủ con lên 55 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
89,giúp mình tăng đèn cổng thứ 2 lên 22 phần trăm nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
90,giúp mình tăng đèn vách vườn sau 3 lên 76 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
91,mình muốn tăng mức độ của tivi 3,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
92,tăng bóng sân 3 lên 19 phần trăm ở văn phòng 7,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
93,tăng lên đèn chùm 4 phòng dành cho nữ 5 thêm 22 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
94,tăng thêm hết nút nhấn lên 79 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
95,tăng đèn màu phòng vệ sinh 5 đến 66 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
96,giúp mình tăng đèn ốp tường 1 lên 12 phần trăm nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
97,mình muốn tăng mức độ của nút ấn 2,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
98,bạn tăng bóng led 1 ở phòng họp gia đình lên 9 phần trăm giúp mình nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
99,em tăng giúp anh đèn treo tường 4 nhé,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
100,giúp mình tăng bóng hắt tường phòng trẻ con 3 lên 98 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
101,mình muốn tăng quạt lên 21 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
102,tăng đèn trần thứ 2 lên 22 phần trăm giúp mình,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
103,tăng độ sáng bóng vườn thêm 7 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
104,tăng đến ánh sáng bóng rủ 1 lên mức 91 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
105,tăng huỳnh quang thứ 3 3 phần trăm tại khách 5 phòng 5,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
106,làm ơn tăng tvs 3 lên 52 phần trăm giúp tôi,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
107,giúp mình tăng đèn học thứ 2 lên 25 phần trăm nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
109,giúp mình tăng bóng để bàn lên 4 phần trăm ở phòng ngủ con trai 7 nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
110,tăng bóng vách phòng ông bà 1 đến 50 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
111,giúp mình tăng tivi 1 lên 15 phần trăm ở phòng trẻ con 4 phòng 3 nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
112,bật bóng âm trần 3 đi trợ lý,smart.home.increase.percentage,True,smart.home.device.onoff,True,smart.home.device.onoff
113,bạn có thể giúp mình tăng mức độ của kiểng bên ban công lên 23 phần trăm được không,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
115,led phòng nghỉ ngơi 2 tăng đến lên 51 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
116,ơi bạn bóng hắt tăng lên 30 phần trăm ná,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
117,hãy tăng độ sáng phòng bố mẹ lên 73 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
118,tăng độ sáng quạt thứ 2 thêm 27 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
119,bạn tăng đèn thả 3 ở phòng thực hành 1 lên 19 phần trăm giúp mình nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
120,tăng đèn led 3 12 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
121,cửa cuốn thêm 23 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
122,giúp tôi tăng rèm cửa thứ 3 phòng xông hơi 4 thêm 6 phần trăm nữa,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
123,trợ lý béo tăng bóng led 4 lên 6 phần trăm ở phòng tắm 2 phòng 6,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
124,bạn có thể tăng giúp mình đèn hắt tường thứ 2 lên mức 12 phần trăm được không,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
125,tăng độ sáng rèm ngang 3 thêm 22 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
126,tăng đèn 4 lên 14 phần trăm giúp mình,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
127,tăng lên mành đôi 3 lên 89 phần trăm nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
128,mình muốn tăng bóng huỳnh quang 1 lên 24 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
129,mình muốn tăng đèn huỳnh quang lên 6 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
130,tăng đến đèn vách lên 64 phần trăm nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
131,em tăng giúp anh quạt treo tường 2 nhé,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
132,giúp mình tăng lên bóng vách 2 khách 3 lên 55 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
133,tăng bóng sân 2 5 phần trăm tại phòng đợi 6,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
134,mình cần tăng thiết bị bóng hắt tường lên 23 phần trăm với,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
135,tăng thêm hết đèn flash thứ 2 lên 100 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
136,bạn có thể tăng giúp mình độ sáng đèn tròn thứ 3 lên được không,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
137,em tăng giúp anh cửa cuốn thứ 3 nhé,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
138,tăng đèn thờ 4 lên 22 phần trăm ở phòng ăn trưa phòng 10,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
139,nút nhấn 2 phòng nghiên cứu 1 tăng lên 50 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
140,giúp tôi tăng thêm đèn lồng thứ 1 phòng là thêm 10 phần trăm nữa,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
141,tăng tvs thứ 1 lên 21 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
142,giúp tôi tăng lên đèn treo tường thứ 4 sân sau thêm 28 phần trăm nữa,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
143,giúp mình tăng màn cửa đôi 4 lên 10 phần trăm ở phòng nam tầng thượng 5 nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
144,giúp tôi tăng thêm bóng ốp tường thứ 4 phòng con nhỏ 1 thêm 20 phần trăm nữa,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
145,bạn có thể giúp mình tăng mức độ của van nước thứ 2 bên phòng chánh 4 lên 10 phần trăm được không,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
147,tăng độ sáng đèn rủ 2 thêm 4 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
148,giúp mình tăng led lên 17 phần trăm nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
149,bạn giúp mình tăng bóng thả 1 lên 10 phần trăm với,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
150,tăng đến bóng tường sân sau đến 68 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
151,bạn tăng đèn thờ thứ 1 ở phòng ngủ con 1 phòng 8 lên 3 phần trăm hộ mình với bôi đen bạn bỏ dấu ngoặc kép ra nhé v,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
153,tăng bóng vách lên 14 phần trăm ở phòng ăn 5 1,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
154,mình muốn tăng mức độ của đèn sân 2,smart.home.increase.percentage,True,smart.home.increase.level,True,smart.home.increase.level
155,tăng thêm mọi đèn cây 4 lên 50 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
156,làm ơn tăng đến đèn vườn 4 lên 75 phần trăm giúp tôi,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
157,hãy tăng thêm độ sáng phòng chung 3 lên 52 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
158,làm ơn tăng thêm đèn hoa thứ 2 lên 96 phần trăm giúp tôi,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
159,tăng thêm đèn thả lên 66 phần trăm nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
160,làm ơn tăng mành cuốn thứ 3 lên 51 phần trăm giúp tôi,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
162,mình cần tăng thiết bị quạt thông gió lên 27 phần trăm với,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
163,tăng thêm quạt thông gió thứ 4 vườn 3 thêm 24 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
164,tăng bóng đứng 4 lên 27 phần trăm giúp mình,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
165,đèn treo tường thứ 4 thêm 22 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
166,tăng thêm bóng rủ 3 lên 61 phần trăm nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
167,cửa cuốn thứ 3 thêm 15 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
168,giúp mình tăng huỳnh quang 1 lên 17 phần trăm nhé,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
169,mình cần tăng thiết bị nút ấn thứ 3 lên 15 phần trăm với,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
170,trợ lý béo tăng đèn rọi thứ 2 lên 30 phần trăm ở khách 5 phòng 3,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
171,bật bóng trang trí thứ 1 đi trợ lý,smart.home.increase.percentage,True,smart.home.device.onoff,True,smart.home.device.onoff
172,tăng tivi 3 lên 3 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
173,giúp mình tăng bóng ngủ phòng khách 3 lên 99 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
175,tăng lên độ sáng quạt trần 1 phòng ông chủ 5 lên 81 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
176,mình muốn tăng quạt treo tường thứ 2 lên 5 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
177,tăng hết đèn sắc màu lên 60 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
178,bạn giúp mình tăng mành đôi thứ 4 lên 30 phần trăm với,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
179,bóng đứng thứ 3 phòng ăn trưa 3 tăng đến lên 68 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
180,vô tuyến 1 thêm 6 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
181,tăng đến đèn 3 phòng hội nghị thêm 27 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
182,tăng ánh sáng bóng học thứ 4 lên mức 53 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
183,mình muốn tăng ti vi thứ 3 lên 26 phần trăm,smart.home.increase.percentage,0,smart.home.increase.percentage,0,smart.home.increase.percentage
185,tôi muốn chuyển loa đài thứ 3 ở phòng ngủ con trai 3,smart.home.set.level,0,smart.home.set.level,0,smart.home.set.level
186,trợ lý à ở phòng nam 5 có cái đèn trụ cổng 1 ý thay đổi hộ lên nhé,smart.home.set.level,0,smart.home.set.level,0,smart.home.set.level
189,bạn kiểm tra cho tôi đèn thờ 2,smart.home.set.level,True,smart.home.check.status,True,smart.home.check.status
195,đặt đèn tranh 4 mức 1 ở phòng ngủ 4,smart.home.set.level,0,smart.home.set.level,0,smart.home.set.level
197,đặt huỳnh quang 1 cầu thang cấp 5,smart.home.set.level,0,smart.home.set.level,0,smart.home.set.level
200,bật thiết bị van tưới trong phòng giặt 3 ở mức độ 2,smart.home.set.level,0,smart.home.set.level,0,smart.home.set.level
208,bật bóng downlight 2 lên bạn ơi,smart.home.set.level,True,smart.home.increase.level,True,smart.home.device.onoff
211,trợ lý béo đặt cho tao đèn thờ ở phòng lễ tân 5 ở mức 3,smart.home.set.level,0,smart.home.set.level,0,smart.home.set.level
219,trợ lý béo thay cho tao đèn màu ở phòng sách 4 ở mức 2,smart.home.set.level,0,smart.home.set.level,0,smart.home.set.level
220,hãy thay đổi nút nhấn 3 ở mức 5,smart.home.set.level,0,smart.home.set.level,0,smart.home.set.level
221,thay đổi bóng huỳnh quang phòng dành cho nữ cấp 1,smart.home.set.level,0,smart.home.set.level,0,smart.home.set.level
223,mành đôi thứ 1 phòng con nhỏ 5 ở mức 5,smart.home.set.level,0,smart.home.set.level,0,smart.home.set.level
225,điều chỉnh hộ tớ cái đèn hắt 4 ở phòng dành cho nam 1 ở mức 1 nào cậu,smart.home.set.level,0,smart.home.set.level,0,smart.home.set.level
227,trợ lý à ở sân vườn 4 có cái đèn bếp ý bật hộ lên nhé,smart.home.set.level,True,smart.home.device.onoff,True,smart.home.device.onoff
229,thay đổi bóng downlight thứ 4 phòng em nhỏ 1 cấp 2,smart.home.set.level,0,smart.home.set.level,0,smart.home.set.level
230,chuyển hắt tường 4 phòng ngủ 1 mức 4,smart.home.set.level,0,smart.home.set.level,0,smart.home.set.level
238,mình muốn chuyển công tắc 1 ở phòng làm việc 5,smart.home.set.level,0,smart.home.set.level,0,smart.home.set.level
241,bật đèn sân 2 phòng ngủ ông bà 1 số 1,smart.home.set.level,True,smart.home.device.onoff,True,smart.home.device.onoff
243,điều chỉnh đèn led 3 mức 4 ở phòng ngủ con trai 3,smart.home.set.level,0,smart.home.set.level,0,smart.home.set.level
